pattern_id,feature,condition,support_count,support_pct,true_count,false_count,true_rate,false_rate,base_true_rate,lift_TRUE,lift_FALSE,purity,direction,z_score,approx_p_value,confidence,log_odds_ratio_vs_rest,abs_log_odds_ratio
"raw_token_count__quantile_(24.4,30.2]",raw_token_count,"raw_token_count in quantile bin (24.4, 30.2]",980,0.2,418,562,0.42653061224489797,0.573469387755102,0.2857142857142857,1.4928571428571429,0.8028571428571428,0.573469387755102,TRUE,9.758073580374356,1.703604192965703e-22,1.0,0.7998399381602436,0.7998399381602436
"token_entropy__quantile_(4.437,4.685]",token_entropy,"token_entropy in quantile bin (4.437, 4.685]",961,0.19612244897959183,409,552,0.4255983350676379,0.5744016649323621,0.2857142857142857,1.4895941727367328,0.804162330905307,0.5744016649323621,TRUE,9.599042832962727,8.069024553804e-22,1.0,0.7903163673819245,0.7903163673819245
char_entropy__gte_p95,char_entropy,char_entropy >= p95 (4.49547),245,0.05,112,133,0.45714285714285713,0.5428571428571428,0.2857142857142857,1.6,0.7599999999999999,0.5428571428571428,TRUE,5.939696961966999,2.855494179592206e-09,0.9999999971445058,0.7895436219962699,0.7895436219962699
repeated_token_count__gte_p90,repeated_token_count,repeated_token_count >= p90 (6),635,0.12959183673469388,274,361,0.431496062992126,0.568503937007874,0.2857142857142857,1.510236220472441,0.7959055118110236,0.568503937007874,TRUE,8.131827234590537,4.2286721366114243e-16,0.9999999999999996,0.749637290032631,0.749637290032631
weird_token_count__gte_p95,weird_token_count,weird_token_count >= p95 (2),256,0.052244897959183675,114,142,0.4453125,0.5546875,0.2857142857142857,1.55859375,0.7765624999999999,0.5546875,TRUE,5.652571317550978,1.5806517952665042e-08,0.999999984193482,0.7408019162707096,0.7408019162707096
repeated_token_types__gte_p90,repeated_token_types,repeated_token_types >= p90 (5),537,0.10959183673469387,232,305,0.43202979515828677,0.5679702048417132,0.2857142857142857,1.5121042830540037,0.7951582867783985,0.5679702048417132,TRUE,7.505429443805358,6.122754232848188e-14,0.9999999999999388,0.7329631415271849,0.7329631415271849
"repeated_token_types__quantile_(3.0,39.0]",repeated_token_types,"repeated_token_types in quantile bin (3.0, 39.0]",896,0.18285714285714286,374,522,0.4174107142857143,0.5825892857142857,0.2857142857142857,1.4609375000000002,0.8156249999999999,0.5825892857142857,TRUE,8.726217680071935,2.633315913783455e-18,1.0,0.7322316797280619,0.7322316797280619
long_token_count__gte_p95,long_token_count,long_token_count >= p95 (1),271,0.05530612244897959,119,152,0.43911439114391143,0.5608856088560885,0.2857142857142857,1.5369003690036902,0.7852398523985239,0.5608856088560885,TRUE,5.589955409125797,2.271279302268193e-08,0.999999977287207,0.7166329928700782,0.7166329928700782
long_token_count__gt_0,long_token_count,long_token_count > 0,271,0.05530612244897959,119,152,0.43911439114391143,0.5608856088560885,0.2857142857142857,1.5369003690036902,0.7852398523985239,0.5608856088560885,TRUE,5.589955409125797,2.271279302268193e-08,0.999999977287207,0.7166329928700782,0.7166329928700782
"repeated_token_count__quantile_(4.0,204.0]",repeated_token_count,"repeated_token_count in quantile bin (4.0, 204.0]",885,0.18061224489795918,366,519,0.4135593220338983,0.5864406779661017,0.2857142857142857,1.4474576271186441,0.8210169491525423,0.5864406779661017,TRUE,8.418865014691304,3.801491011539973e-17,1.0,0.7096400221649869,0.7096400221649869
"max_sentence_word_count__quantile_(26.0,219.0]",max_sentence_word_count,"max_sentence_word_count in quantile bin (26.0, 219.0]",891,0.18183673469387754,367,524,0.4118967452300786,0.5881032547699214,0.2857142857142857,1.441638608305275,0.82334455667789,0.5881032547699214,TRUE,8.337500641514236,7.587723791370356e-17,0.9999999999999999,0.7020749042881613,0.7020749042881613
max_sentence_word_count__gte_p90,max_sentence_word_count,max_sentence_word_count >= p90 (30),563,0.11489795918367347,237,326,0.42095914742451157,0.5790408525754884,0.2857142857142857,1.4733570159857905,0.8106571936056838,0.5790408525754884,TRUE,7.103510252268612,1.2162732112503668e-12,0.9999999999987838,0.6854551106263683,0.6854551106263683
long_sentence_count__gte_p90,long_sentence_count,long_sentence_count >= p90 (1),563,0.11489795918367347,237,326,0.42095914742451157,0.5790408525754884,0.2857142857142857,1.4733570159857905,0.8106571936056838,0.5790408525754884,TRUE,7.103510252268612,1.2162732112503668e-12,0.9999999999987838,0.6854551106263683,0.6854551106263683
long_sentence_count__gte_p95,long_sentence_count,long_sentence_count >= p95 (1),563,0.11489795918367347,237,326,0.42095914742451157,0.5790408525754884,0.2857142857142857,1.4733570159857905,0.8106571936056838,0.5790408525754884,TRUE,7.103510252268612,1.2162732112503668e-12,0.9999999999987838,0.6854551106263683,0.6854551106263683
long_sentence_count__gt_0,long_sentence_count,long_sentence_count > 0,563,0.11489795918367347,237,326,0.42095914742451157,0.5790408525754884,0.2857142857142857,1.4733570159857905,0.8106571936056838,0.5790408525754884,TRUE,7.103510252268612,1.2162732112503668e-12,0.9999999999987838,0.6854551106263683,0.6854551106263683
bracket_count__gte_p95,bracket_count,bracket_count >= p95 (2),465,0.09489795918367347,191,274,0.410752688172043,0.589247311827957,0.2857142857142857,1.4376344086021506,0.8249462365591398,0.589247311827957,TRUE,5.9685375813690795,2.3938951092765467e-09,0.9999999976061049,0.6211274549969279,0.6211274549969279
bracket_count__gte_p90,bracket_count,bracket_count >= p90 (1),662,0.13510204081632654,267,395,0.4033232628398791,0.5966767371601208,0.2857142857142857,1.411631419939577,0.8353474320241692,0.5966767371601208,TRUE,6.6983449279216645,2.1079324777066816e-11,0.9999999999789206,0.6168333211801266,0.6168333211801266
bracket_count__gt_0,bracket_count,bracket_count > 0,662,0.13510204081632654,267,395,0.4033232628398791,0.5966767371601208,0.2857142857142857,1.411631419939577,0.8353474320241692,0.5966767371601208,TRUE,6.6983449279216645,2.1079324777066816e-11,0.9999999999789206,0.6168333211801266,0.6168333211801266
"rare_token_ratio__quantile_(0.176,1.0]",rare_token_ratio,"rare_token_ratio in quantile bin (0.176, 1.0]",975,0.1989795918367347,378,597,0.38769230769230767,0.6123076923076923,0.2857142857142857,1.356923076923077,0.8572307692307692,0.6123076923076923,TRUE,7.048665994902319,1.8064116896324918e-12,0.9999999999981936,0.5871280859669855,0.5871280859669855
weird_token_count__gte_p90,weird_token_count,weird_token_count >= p90 (1),959,0.1957142857142857,372,587,0.38790406673618355,0.6120959332638165,0.2857142857142857,1.3576642335766425,0.8569343065693431,0.6120959332638165,TRUE,7.005107625633983,2.467960450319432e-12,0.9999999999975321,0.5856144692914173,0.5856144692914173
weird_token_count__gt_0,weird_token_count,weird_token_count > 0,959,0.1957142857142857,372,587,0.38790406673618355,0.6120959332638165,0.2857142857142857,1.3576642335766425,0.8569343065693431,0.6120959332638165,TRUE,7.005107625633983,2.467960450319432e-12,0.9999999999975321,0.5856144692914173,0.5856144692914173
weird_token_ratio__gt_0,weird_token_ratio,weird_token_ratio > 0,959,0.1957142857142857,372,587,0.38790406673618355,0.6120959332638165,0.2857142857142857,1.3576642335766425,0.8569343065693431,0.6120959332638165,TRUE,7.005107625633983,2.467960450319432e-12,0.9999999999975321,0.5856144692914173,0.5856144692914173
avg_sentence_word_count__gte_p95,avg_sentence_word_count,avg_sentence_word_count >= p95 (33),269,0.05489795918367347,110,159,0.40892193308550184,0.5910780669144982,0.2857142857142857,1.4312267657992566,0.8275092936802974,0.5910780669144982,TRUE,4.473133346222254,7.708167491465292e-06,0.9999922918325085,0.5843616665253645,0.5843616665253645
